"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"987","Regular Season","2021-22",22100988,2022-03-09,"DAL vs. NYK","NYK","DAL",8
"988","Regular Season","2021-22",22100989,2022-03-09,"SAS vs. TOR","TOR","SAS",9
"989","Regular Season","2021-22",22100990,2022-03-09,"POR @ UTA","UTA","POR",10
"990","Regular Season","2021-22",22100991,2022-03-09,"DEN @ SAC","DEN","SAC",11
"991","Regular Season","2021-22",22100992,2022-03-09,"WAS @ LAC","LAC","WAS",12
"992","Regular Season","2021-22",22100993,2022-03-10,"PHI vs. BKN","BKN","PHI",1
"993","Regular Season","2021-22",22100994,2022-03-10,"GSW @ DEN","GSW","DEN",2
"994","Regular Season","2021-22",22100995,2022-03-11,"ORL vs. MIN","ORL","MIN",1
"995","Regular Season","2021-22",22100996,2022-03-11,"LAC @ ATL","ATL","LAC",2
"996","Regular Season","2021-22",22100997,2022-03-11,"DET @ BOS","BOS","DET",3
"997","Regular Season","2021-22",22100998,2022-03-11,"CLE @ MIA","MIA","CLE",4
"998","Regular Season","2021-22",22100999,2022-03-11,"HOU vs. DAL","DAL","HOU",5
"999","Regular Season","2021-22",22101000,2022-03-11,"NYK @ MEM","MEM","NYK",6
"1000","Regular Season","2021-22",22101001,2022-03-11,"NOP vs. CHA","CHA","NOP",7
"1001","Regular Season","2021-22",22101002,2022-03-11,"SAS vs. UTA","SAS","UTA",8
"1002","Regular Season","2021-22",22101003,2022-03-11,"PHX vs. TOR","TOR","PHX",9
"1003","Regular Season","2021-22",22101004,2022-03-11,"LAL vs. WAS","LAL","WAS",10
"1004","Regular Season","2021-22",22101005,2022-03-12,"MIN @ MIA","MIN","MIA",1
"1005","Regular Season","2021-22",22101006,2022-03-12,"CLE @ CHI","CHI","CLE",2
"1006","Regular Season","2021-22",22101007,2022-03-12,"IND @ SAS","IND","SAS",3
"1007","Regular Season","2021-22",22101008,2022-03-12,"GSW vs. MIL","GSW","MIL",4
"1008","Regular Season","2021-22",22101009,2022-03-12,"TOR @ DEN","TOR","DEN",5
"1009","Regular Season","2021-22",22101010,2022-03-12,"SAC @ UTA","UTA","SAC",6
"1010","Regular Season","2021-22",22101011,2022-03-12,"POR vs. WAS","POR","WAS",7
"1011","Regular Season","2021-22",22101012,2022-03-13,"BKN vs. NYK","BKN","NYK",1
"1012","Regular Season","2021-22",22101013,2022-03-13,"LAC @ DET","LAC","DET",2
"1013","Regular Season","2021-22",22101014,2022-03-13,"DAL @ BOS","DAL","BOS",3
"1014","Regular Season","2021-22",22101015,2022-03-13,"ORL vs. PHI","PHI","ORL",4
"1015","Regular Season","2021-22",22101016,2022-03-13,"ATL vs. IND","ATL","IND",5
"1016","Regular Season","2021-22",22101017,2022-03-13,"NOP vs. HOU","NOP","HOU",6
"1017","Regular Season","2021-22",22101018,2022-03-13,"MEM @ OKC","MEM","OKC",7
"1018","Regular Season","2021-22",22101019,2022-03-13,"PHX vs. LAL","PHX","LAL",8
"1019","Regular Season","2021-22",22101020,2022-03-14,"LAC @ CLE","CLE","LAC",1
"1020","Regular Season","2021-22",22101021,2022-03-14,"POR @ ATL","ATL","POR",2
"1021","Regular Season","2021-22",22101022,2022-03-14,"DEN @ PHI","DEN","PHI",3
"1022","Regular Season","2021-22",22101023,2022-03-14,"CHA @ OKC","CHA","OKC",4
"1023","Regular Season","2021-22",22101024,2022-03-14,"MIN @ SAS","MIN","SAS",5
"1024","Regular Season","2021-22",22101025,2022-03-14,"GSW vs. WAS","GSW","WAS",6
"1025","Regular Season","2021-22",22101026,2022-03-14,"SAC vs. CHI","SAC","CHI",7
"1026","Regular Season","2021-22",22101027,2022-03-14,"MIL @ UTA","MIL","UTA",8
"1027","Regular Season","2021-22",22101028,2022-03-14,"TOR @ LAL","TOR","LAL",9
"1028","Regular Season","2021-22",22101029,2022-03-15,"IND vs. MEM","MEM","IND",1
"1029","Regular Season","2021-22",22101030,2022-03-15,"BKN @ ORL","BKN","ORL",2
"1030","Regular Season","2021-22",22101031,2022-03-15,"MIA vs. DET","MIA","DET",3
"1031","Regular Season","2021-22",22101032,2022-03-15,"PHX @ NOP","PHX","NOP",4
"1032","Regular Season","2021-22",22101033,2022-03-16,"ATL @ CHA","CHA","ATL",1
"1033","Regular Season","2021-22",22101034,2022-03-16,"CLE vs. PHI","PHI","CLE",2
"1034","Regular Season","2021-22",22101035,2022-03-16,"WAS vs. DEN","DEN","WAS",3
"1035","Regular Season","2021-22",22101036,2022-03-16,"DAL @ BKN","DAL","BKN",4
"1036","Regular Season","2021-22",22101037,2022-03-16,"POR @ NYK","NYK","POR",5
"1037","Regular Season","2021-22",22101038,2022-03-16,"HOU vs. PHX","PHX","HOU",6
"1038","Regular Season","2021-22",22101039,2022-03-16,"MIN vs. LAL","MIN","LAL",7
"1039","Regular Season","2021-22",22101040,2022-03-16,"SAS vs. OKC","SAS","OKC",8
"1040","Regular Season","2021-22",22101041,2022-03-16,"CHI @ UTA","UTA","CHI",9
"1041","Regular Season","2021-22",22101042,2022-03-16,"BOS @ GSW","BOS","GSW",10
"1042","Regular Season","2021-22",22101043,2022-03-16,"SAC vs. MIL","MIL","SAC",11
"1043","Regular Season","2021-22",22101044,2022-03-16,"LAC vs. TOR","TOR","LAC",12
"1044","Regular Season","2021-22",22101045,2022-03-17,"ORL vs. DET","DET","ORL",1
"1045","Regular Season","2021-22",22101046,2022-03-18,"DAL @ PHI","PHI","DAL",1
"1046","Regular Season","2021-22",22101047,2022-03-18,"ATL vs. MEM","ATL","MEM",2
"1047","Regular Season","2021-22",22101048,2022-03-18,"BKN vs. POR","BKN","POR",3
"1048","Regular Season","2021-22",22101049,2022-03-18,"CLE vs. DEN","CLE","DEN",4
"1049","Regular Season","2021-22",22101050,2022-03-18,"NYK vs. WAS","NYK","WAS",5
"1050","Regular Season","2021-22",22101051,2022-03-18,"LAL @ TOR","LAL","TOR",6
"1051","Regular Season","2021-22",22101052,2022-03-18,"OKC @ MIA","MIA","OKC",7
"1052","Regular Season","2021-22",22101053,2022-03-18,"HOU vs. IND","IND","HOU",8
"1053","Regular Season","2021-22",22101054,2022-03-18,"SAS vs. NOP","NOP","SAS",9
"1054","Regular Season","2021-22",22101055,2022-03-18,"LAC @ UTA","UTA","LAC",10
"1055","Regular Season","2021-22",22101056,2022-03-18,"PHX vs. CHI","PHX","CHI",11
"1056","Regular Season","2021-22",22101057,2022-03-18,"BOS @ SAC","BOS","SAC",12
"1057","Regular Season","2021-22",22101058,2022-03-19,"MIN vs. MIL","MIN","MIL",1
"1058","Regular Season","2021-22",22101059,2022-03-19,"CHA vs. DAL","CHA","DAL",2
"1059","Regular Season","2021-22",22101060,2022-03-19,"CLE vs. DET","CLE","DET",3
"1060","Regular Season","2021-22",22101061,2022-03-19,"WAS vs. LAL","WAS","LAL",4
"1061","Regular Season","2021-22",22101062,2022-03-20,"IND vs. POR","IND","POR",1
"1062","Regular Season","2021-22",22101063,2022-03-20,"HOU vs. MEM","MEM","HOU",2
"1063","Regular Season","2021-22",22101064,2022-03-20,"ATL vs. NOP","NOP","ATL",3
"1064","Regular Season","2021-22",22101065,2022-03-20,"ORL vs. OKC","ORL","OKC",4
"1065","Regular Season","2021-22",22101066,2022-03-20,"PHX @ SAC","PHX","SAC",5
"1066","Regular Season","2021-22",22101067,2022-03-20,"NYK vs. UTA","UTA","NYK",6
"1067","Regular Season","2021-22",22101068,2022-03-20,"DEN vs. BOS","BOS","DEN",7
"1068","Regular Season","2021-22",22101069,2022-03-20,"TOR @ PHI","TOR","PHI",8
"1069","Regular Season","2021-22",22101070,2022-03-20,"GSW vs. SAS","SAS","GSW",9
"1070","Regular Season","2021-22",22101071,2022-03-21,"CHA vs. NOP","CHA","NOP",1
"1071","Regular Season","2021-22",22101072,2022-03-21,"CLE vs. LAL","LAL","CLE",2
"1072","Regular Season","2021-22",22101073,2022-03-21,"POR @ DET","POR","DET",3
"1073","Regular Season","2021-22",22101074,2022-03-21,"PHI vs. MIA","PHI","MIA",4
"1074","Regular Season","2021-22",22101075,2022-03-21,"BKN vs. UTA","BKN","UTA",5
"1075","Regular Season","2021-22",22101076,2022-03-21,"TOR @ CHI","CHI","TOR",6
"1076","Regular Season","2021-22",22101077,2022-03-21,"WAS @ HOU","HOU","WAS",7
"1077","Regular Season","2021-22",22101078,2022-03-21,"OKC vs. BOS","BOS","OKC",8
"1078","Regular Season","2021-22",22101079,2022-03-21,"MIN @ DAL","DAL","MIN",9
"1079","Regular Season","2021-22",22101080,2022-03-22,"ORL vs. GSW","ORL","GSW",1
"1080","Regular Season","2021-22",22101081,2022-03-22,"ATL @ NYK","ATL","NYK",2
"1081","Regular Season","2021-22",22101082,2022-03-22,"MIL vs. CHI","MIL","CHI",3
"1082","Regular Season","2021-22",22101083,2022-03-22,"LAC @ DEN","DEN","LAC",4
"1083","Regular Season","2021-22",22101084,2022-03-23,"CHA vs. NYK","NYK","CHA",1
"1084","Regular Season","2021-22",22101085,2022-03-23,"DET vs. ATL","DET","ATL",2
"1085","Regular Season","2021-22",22101086,2022-03-23,"SAC @ IND","SAC","IND",3
"1086","Regular Season","2021-22",22101087,2022-03-23,"UTA @ BOS","BOS","UTA",4
"1087","Regular Season","2021-22",22101088,2022-03-23,"MIA vs. GSW","GSW","MIA",5
"1088","Regular Season","2021-22",22101089,2022-03-23,"MEM vs. BKN","MEM","BKN",6
"1089","Regular Season","2021-22",22101090,2022-03-23,"PHX @ MIN","PHX","MIN",7
"1090","Regular Season","2021-22",22101091,2022-03-23,"ORL @ OKC","OKC","ORL",8
"1091","Regular Season","2021-22",22101092,2022-03-23,"HOU @ DAL","DAL","HOU",9
"1092","Regular Season","2021-22",22101093,2022-03-23,"PHI @ LAL","PHI","LAL",10
"1093","Regular Season","2021-22",22101094,2022-03-23,"SAS @ POR","SAS","POR",11
"1094","Regular Season","2021-22",22101095,2022-03-24,"CLE @ TOR","TOR","CLE",1
"1095","Regular Season","2021-22",22101096,2022-03-24,"IND @ MEM","MEM","IND",2
"1096","Regular Season","2021-22",22101097,2022-03-24,"MIL vs. WAS","MIL","WAS",3
"1097","Regular Season","2021-22",22101098,2022-03-24,"CHI @ NOP","NOP","CHI",4
"1098","Regular Season","2021-22",22101099,2022-03-24,"DEN vs. PHX","PHX","DEN",5
"1099","Regular Season","2021-22",22101100,2022-03-25,"CHA vs. UTA","CHA","UTA",1
"1100","Regular Season","2021-22",22101101,2022-03-25,"DET vs. WAS","WAS","DET",2
"1101","Regular Season","2021-22",22101102,2022-03-25,"GSW @ ATL","ATL","GSW",3
"1102","Regular Season","2021-22",22101103,2022-03-25,"MIA vs. NYK","NYK","MIA",4
"1103","Regular Season","2021-22",22101104,2022-03-25,"MIN vs. DAL","MIN","DAL",5
"1104","Regular Season","2021-22",22101105,2022-03-25,"POR vs. HOU","HOU","POR",6
"1105","Regular Season","2021-22",22101106,2022-03-25,"PHI @ LAC","PHI","LAC",7
"1106","Regular Season","2021-22",22101107,2022-03-26,"SAS @ NOP","SAS","NOP",1
"1107","Regular Season","2021-22",22101108,2022-03-26,"ORL vs. SAC","SAC","ORL",2
"1108","Regular Season","2021-22",22101109,2022-03-26,"IND @ TOR","TOR","IND",3
"1109","Regular Season","2021-22",22101110,2022-03-26,"CLE vs. CHI","CHI","CLE",4
"1110","Regular Season","2021-22",22101111,2022-03-26,"MIA vs. BKN","BKN","MIA",5
"1111","Regular Season","2021-22",22101112,2022-03-26,"MEM vs. MIL","MEM","MIL",6
"1112","Regular Season","2021-22",22101113,2022-03-26,"DEN vs. OKC","DEN","OKC",7
"1113","Regular Season","2021-22",22101114,2022-03-26,"HOU @ POR","HOU","POR",8
"1114","Regular Season","2021-22",22101115,2022-03-27,"NYK @ DET","NYK","DET",1
"1115","Regular Season","2021-22",22101116,2022-03-27,"BOS vs. MIN","BOS","MIN",2
"1116","Regular Season","2021-22",22101117,2022-03-27,"WAS vs. GSW","WAS","GSW",3
"1117","Regular Season","2021-22",22101118,2022-03-27,"PHI @ PHX","PHX","PHI",4
"1118","Regular Season","2021-22",22101119,2022-03-27,"NOP vs. LAL","NOP","LAL",5
"1119","Regular Season","2021-22",22101120,2022-03-27,"CHA @ BKN","CHA","BKN",6
"1120","Regular Season","2021-22",22101121,2022-03-27,"UTA @ DAL","DAL","UTA",7
"1121","Regular Season","2021-22",22101122,2022-03-28,"DEN @ CHA","DEN","CHA",1
"1122","Regular Season","2021-22",22101123,2022-03-28,"ORL @ CLE","CLE","ORL",2
"1123","Regular Season","2021-22",22101124,2022-03-28,"IND vs. ATL","ATL","IND",3
"1124","Regular Season","2021-22",22101125,2022-03-28,"SAC @ MIA","MIA","SAC",4
"1125","Regular Season","2021-22",22101126,2022-03-28,"CHI @ NYK","NYK","CHI",5
"1126","Regular Season","2021-22",22101127,2022-03-28,"TOR vs. BOS","TOR","BOS",6
"1127","Regular Season","2021-22",22101128,2022-03-28,"HOU vs. SAS","SAS","HOU",7
"1128","Regular Season","2021-22",22101129,2022-03-28,"GSW @ MEM","MEM","GSW",8
"1129","Regular Season","2021-22",22101130,2022-03-28,"OKC @ POR","OKC","POR",9
"1130","Regular Season","2021-22",22101131,2022-03-29,"PHI vs. MIL","MIL","PHI",1
"1131","Regular Season","2021-22",22101132,2022-03-29,"CHI @ WAS","CHI","WAS",2
"1132","Regular Season","2021-22",22101133,2022-03-29,"DET @ BKN","BKN","DET",3
"1133","Regular Season","2021-22",22101134,2022-03-29,"LAL @ DAL","DAL","LAL",4
"1134","Regular Season","2021-22",22101135,2022-03-29,"LAC vs. UTA","LAC","UTA",5
"1135","Regular Season","2021-22",22101136,2022-03-30,"DAL @ CLE","DAL","CLE",1
"1136","Regular Season","2021-22",22101137,2022-03-30,"DEN @ IND","DEN","IND",2
"1137","Regular Season","2021-22",22101138,2022-03-30,"ORL @ WAS","WAS","ORL",3
"1138","Regular Season","2021-22",22101139,2022-03-30,"BOS vs. MIA","MIA","BOS",4
"1139","Regular Season","2021-22",22101140,2022-03-30,"CHA @ NYK","CHA","NYK",5
"1140","Regular Season","2021-22",22101141,2022-03-30,"TOR vs. MIN","TOR","MIN",6
"1141","Regular Season","2021-22",22101142,2022-03-30,"HOU vs. SAC","SAC","HOU",7
"1142","Regular Season","2021-22",22101143,2022-03-30,"OKC vs. ATL","ATL","OKC",8
"1143","Regular Season","2021-22",22101144,2022-03-30,"SAS vs. MEM","MEM","SAS",9
"1144","Regular Season","2021-22",22101145,2022-03-30,"PHX @ GSW","PHX","GSW",10
"1145","Regular Season","2021-22",22101146,2022-03-30,"NOP @ POR","NOP","POR",11
"1146","Regular Season","2021-22",22100452,2022-03-31,"CLE @ ATL","ATL","CLE",1
"1147","Regular Season","2021-22",22101147,2022-03-31,"DET vs. PHI","DET","PHI",2
"1148","Regular Season","2021-22",22101148,2022-03-31,"MIL @ BKN","MIL","BKN",3
"1149","Regular Season","2021-22",22101149,2022-03-31,"CHI vs. LAC","CHI","LAC",4
"1150","Regular Season","2021-22",22101150,2022-03-31,"LAL @ UTA","UTA","LAL",5
"1151","Regular Season","2021-22",22101151,2022-04-01,"ORL vs. TOR","TOR","ORL",1
"1152","Regular Season","2021-22",22101152,2022-04-01,"DAL @ WAS","WAS","DAL",2
"1153","Regular Season","2021-22",22101153,2022-04-01,"IND @ BOS","BOS","IND",3
"1154","Regular Season","2021-22",22101154,2022-04-01,"HOU vs. SAC","SAC","HOU",4
"1155","Regular Season","2021-22",22101155,2022-04-01,"MEM vs. PHX","MEM","PHX",5
"1156","Regular Season","2021-22",22101156,2022-04-01,"MIL vs. LAC","LAC","MIL",6
"1157","Regular Season","2021-22",22101157,2022-04-01,"OKC vs. DET","DET","OKC",7
"1158","Regular Season","2021-22",22101158,2022-04-01,"SAS vs. POR","SAS","POR",8
"1159","Regular Season","2021-22",22101159,2022-04-01,"DEN vs. MIN","MIN","DEN",9
"1160","Regular Season","2021-22",22101160,2022-04-01,"NOP @ LAL","NOP","LAL",10
"1161","Regular Season","2021-22",22101161,2022-04-02,"PHI vs. CHA","PHI","CHA",1
"1162","Regular Season","2021-22",22101162,2022-04-02,"CLE @ NYK","CLE","NYK",2
"1163","Regular Season","2021-22",22101163,2022-04-02,"BKN @ ATL","ATL","BKN",3
"1164","Regular Season","2021-22",22101164,2022-04-02,"CHI vs. MIA","MIA","CHI",4
"1165","Regular Season","2021-22",22101165,2022-04-02,"UTA @ GSW","GSW","UTA",5
"1166","Regular Season","2021-22",22101166,2022-04-03,"BOS vs. WAS","BOS","WAS",1
"1167","Regular Season","2021-22",22101167,2022-04-03,"MIL vs. DAL","DAL","MIL",2
"1168","Regular Season","2021-22",22101168,2022-04-03,"DEN @ LAL","DEN","LAL",3
"1169","Regular Season","2021-22",22101169,2022-04-03,"IND vs. DET","DET","IND",4
"1170","Regular Season","2021-22",22101170,2022-04-03,"CLE vs. PHI","PHI","CLE",5
"1171","Regular Season","2021-22",22101171,2022-04-03,"ORL vs. NYK","NYK","ORL",6
"1172","Regular Season","2021-22",22101172,2022-04-03,"MIA @ TOR","MIA","TOR",7
"1173","Regular Season","2021-22",22101173,2022-04-03,"MIN @ HOU","MIN","HOU",8
"1174","Regular Season","2021-22",22101174,2022-04-03,"PHX @ OKC","OKC","PHX",9
"1175","Regular Season","2021-22",22101175,2022-04-03,"POR @ SAS","SAS","POR",10
"1176","Regular Season","2021-22",22101176,2022-04-03,"SAC vs. GSW","GSW","SAC",11
"1177","Regular Season","2021-22",22101177,2022-04-03,"LAC vs. NOP","LAC","NOP",12
"1178","Regular Season","2021-22",22101178,2022-04-05,"PHI @ IND","PHI","IND",1
"1179","Regular Season","2021-22",22101179,2022-04-05,"CLE @ ORL","ORL","CLE",2
"1180","Regular Season","2021-22",22101180,2022-04-05,"BKN vs. HOU","BKN","HOU",3
"1181","Regular Season","2021-22",22101181,2022-04-05,"CHA @ MIA","MIA","CHA",4
"1182","Regular Season","2021-22",22101182,2022-04-05,"ATL @ TOR","TOR","ATL",5
"1183","Regular Season","2021-22",22101183,2022-04-05,"CHI vs. MIL","MIL","CHI",6
"1184","Regular Season","2021-22",22101184,2022-04-05,"MIN vs. WAS","WAS","MIN",7
"1185","Regular Season","2021-22",22101185,2022-04-05,"OKC vs. POR","OKC","POR",8
"1186","Regular Season","2021-22",22101186,2022-04-05,"SAS @ DEN","SAS","DEN",9
"1187","Regular Season","2021-22",22101187,2022-04-05,"MEM @ UTA","UTA","MEM",10
"1188","Regular Season","2021-22",22101188,2022-04-05,"SAC vs. NOP","NOP","SAC",11
"1189","Regular Season","2021-22",22101189,2022-04-05,"PHX vs. LAL","PHX","LAL",12
"1190","Regular Season","2021-22",22101190,2022-04-06,"DAL @ DET","DAL","DET",1
"1191","Regular Season","2021-22",22101191,2022-04-06,"BKN @ NYK","BKN","NYK",2
"1192","Regular Season","2021-22",22101192,2022-04-06,"ATL vs. WAS","ATL","WAS",3
"1193","Regular Season","2021-22",22101193,2022-04-06,"BOS @ CHI","BOS","CHI",4
"1194","Regular Season","2021-22",22101194,2022-04-06,"OKC @ UTA","UTA","OKC",5
"1195","Regular Season","2021-22",22101195,2022-04-06,"LAC vs. PHX","LAC","PHX",6
"1196","Regular Season","2021-22",22101196,2022-04-07,"CHA vs. ORL","CHA","ORL",1
"1197","Regular Season","2021-22",22101197,2022-04-07,"PHI @ TOR","TOR","PHI",2
"1198","Regular Season","2021-22",22101198,2022-04-07,"MIL vs. BOS","MIL","BOS",3
"1199","Regular Season","2021-22",22101199,2022-04-07,"SAS @ MIN","MIN","SAS",4
"1200","Regular Season","2021-22",22101200,2022-04-07,"NOP vs. POR","NOP","POR",5
"1201","Regular Season","2021-22",22101201,2022-04-07,"MEM @ DEN","DEN","MEM",6
"1202","Regular Season","2021-22",22101202,2022-04-07,"GSW vs. LAL","GSW","LAL",7
"1203","Regular Season","2021-22",22101203,2022-04-08,"MIL @ DET","MIL","DET",1
"1204","Regular Season","2021-22",22101204,2022-04-08,"WAS vs. NYK","NYK","WAS",2
"1205","Regular Season","2021-22",22101205,2022-04-08,"BKN vs. CLE","BKN","CLE",3
"1206","Regular Season","2021-22",22101206,2022-04-08,"TOR vs. HOU","TOR","HOU",4
"1207","Regular Season","2021-22",22101207,2022-04-08,"ATL @ MIA","MIA","ATL",5
"1208","Regular Season","2021-22",22101208,2022-04-08,"CHA @ CHI","CHA","CHI",6
"1209","Regular Season","2021-22",22101209,2022-04-08,"POR @ DAL","DAL","POR",7
"1210","Regular Season","2021-22",22101210,2022-04-08,"PHX @ UTA","PHX","UTA",8
"1211","Regular Season","2021-22",22101211,2022-04-08,"LAL vs. OKC","LAL","OKC",9
"1212","Regular Season","2021-22",22101212,2022-04-09,"LAC vs. SAC","LAC","SAC",1
"1213","Regular Season","2021-22",22101213,2022-04-09,"NOP @ MEM","MEM","NOP",2
"1214","Regular Season","2021-22",22101214,2022-04-09,"PHI vs. IND","PHI","IND",3
"1215","Regular Season","2021-22",22101215,2022-04-09,"SAS vs. GSW","GSW","SAS",4
"1216","Regular Season","2021-22",22101216,2022-04-10,"BKN vs. IND","BKN","IND",1
"1217","Regular Season","2021-22",22101217,2022-04-10,"WAS @ CHA","CHA","WAS",2
"1218","Regular Season","2021-22",22101218,2022-04-10,"CLE vs. MIL","CLE","MIL",3
"1219","Regular Season","2021-22",22101219,2022-04-10,"DAL vs. SAS","DAL","SAS",4
"1220","Regular Season","2021-22",22101220,2022-04-10,"DEN vs. LAL","LAL","DEN",5
"1221","Regular Season","2021-22",22101221,2022-04-10,"ATL @ HOU","ATL","HOU",6
"1222","Regular Season","2021-22",22101222,2022-04-10,"LAC vs. OKC","LAC","OKC",7
"1223","Regular Season","2021-22",22101223,2022-04-10,"MEM vs. BOS","BOS","MEM",8
"1224","Regular Season","2021-22",22101224,2022-04-10,"CHI @ MIN","CHI","MIN",9
"1225","Regular Season","2021-22",22101225,2022-04-10,"NOP vs. GSW","GSW","NOP",10
"1226","Regular Season","2021-22",22101226,2022-04-10,"TOR @ NYK","NYK","TOR",11
"1227","Regular Season","2021-22",22101227,2022-04-10,"MIA @ ORL","ORL","MIA",12
"1228","Regular Season","2021-22",22101228,2022-04-10,"DET @ PHI","PHI","DET",13
"1229","Regular Season","2021-22",22101229,2022-04-10,"PHX vs. SAC","SAC","PHX",14
"1230","Regular Season","2021-22",22101230,2022-04-10,"POR vs. UTA","UTA","POR",15
